N,P,K,temperature,humidity,ph,rainfall,label,yield
34.2,34.8,30.1,27.8,61.9,7.5,95.8,mungbean,1.8
39.8,48.9,39.3,24.5,65.2,7.02,94.4,mungbean,0.99
31.8,60.0,36.0,35.1,80.3,7.32,70.4,mungbean,1.01
32.0,44.6,25.5,33.4,84.6,6.55,95.7,mungbean,1.35
23.3,44.8,21.6,32.6,83.9,6.82,93.6,mungbean,1.96
21.8,36.9,33.2,28.9,80.6,7.0,76.3,mungbean,0.96
27.6,54.7,33.6,31.7,80.2,6.75,42.4,mungbean,1.06
21.3,39.6,35.8,25.4,63.3,6.19,56.2,mungbean,1.03
25.5,59.9,26.7,26.5,74.9,6.34,73.6,mungbean,1.31
38.6,51.4,24.3,29.7,69.2,7.2,41.8,mungbean,1.67
29.6,39.7,27.3,32.1,77.9,6.37,42.6,mungbean,1.93
32.4,44.7,32.4,31.5,60.5,6.8,70.1,mungbean,0.87
24.7,31.6,36.1,34.4,67.2,7.03,40.3,mungbean,1.55
35.8,41.8,27.0,34.1,61.2,6.28,64.7,mungbean,1.51
31.5,41.4,32.6,34.9,73.2,6.83,67.8,mungbean,0.97
37.7,54.3,39.0,29.6,79.6,6.25,98.6,mungbean,1.51
36.1,47.6,39.0,33.2,86.3,6.82,71.0,mungbean,1.68
21.1,59.5,38.3,35.5,61.9,6.4,94.1,mungbean,0.97
26.8,56.4,30.4,27.5,75.7,6.17,83.9,mungbean,1.47
28.8,38.8,21.3,35.4,72.5,6.74,62.5,mungbean,2.02
21.9,48.2,29.7,33.5,89.9,7.12,91.9,mungbean,1.49
32.9,52.5,24.6,30.0,63.4,6.32,92.9,mungbean,0.98
27.5,49.9,38.2,33.4,84.8,6.39,61.7,mungbean,1.66
35.8,52.2,24.6,27.5,88.3,6.83,85.3,mungbean,1.48
37.4,37.8,37.7,27.6,73.2,7.28,59.4,mungbean,1.11
40.0,33.9,34.0,30.3,72.3,7.12,73.3,mungbean,1.63
39.7,54.3,21.3,33.4,79.5,6.13,76.3,mungbean,1.74
28.7,46.3,28.3,34.5,65.1,7.16,86.7,mungbean,1.35
23.1,35.9,30.6,26.7,84.2,6.92,43.4,mungbean,1.35
25.5,51.6,21.9,35.2,73.5,6.74,74.2,mungbean,1.27
20.3,34.9,23.8,31.6,86.7,6.1,91.1,mungbean,1.72
22.9,40.5,22.3,33.1,75.1,6.62,83.5,mungbean,1.23
33.1,40.4,30.8,27.1,89.5,6.65,93.8,mungbean,1.98
34.6,47.2,21.8,35.4,73.7,7.34,79.3,mungbean,0.88
23.9,35.1,34.3,24.4,89.0,6.67,69.4,mungbean,1.12
31.8,40.3,32.5,30.7,66.5,6.69,58.5,mungbean,1.08
20.2,38.1,30.6,29.7,88.2,7.27,85.1,mungbean,1.38
20.7,54.7,28.6,27.9,78.2,7.13,71.4,mungbean,1.03
22.3,59.1,28.8,35.4,87.4,6.61,88.0,mungbean,0.81
27.1,48.3,20.2,30.2,89.3,7.29,53.9,mungbean,1.41
25.3,57.7,40.0,26.9,66.4,6.58,66.8,mungbean,0.89
28.5,37.1,36.9,33.0,76.1,6.65,89.9,mungbean,1.0
21.0,57.7,22.8,33.7,60.5,7.22,75.0,mungbean,0.82
22.0,46.2,26.6,33.1,85.6,6.7,85.5,mungbean,1.97
26.4,43.9,24.6,29.5,67.4,7.21,76.6,mungbean,1.53
20.0,53.7,30.8,35.2,76.1,6.32,81.9,mungbean,1.62
33.9,36.4,25.1,24.4,78.8,7.1,53.8,mungbean,1.77
28.2,32.0,25.6,26.0,88.8,7.23,44.7,mungbean,1.43
20.6,39.7,22.6,26.7,69.8,6.61,68.1,mungbean,1.46
30.0,42.5,39.3,24.8,77.6,6.29,62.5,mungbean,1.45
39.6,44.8,25.1,33.5,66.6,6.76,90.8,mungbean,1.37
22.4,31.7,39.7,26.1,70.1,6.76,62.5,mungbean,0.85
29.9,43.2,36.0,27.7,88.2,6.42,59.9,mungbean,1.88
26.3,41.9,36.8,25.0,68.8,6.8,89.7,mungbean,1.44
39.2,33.5,35.6,25.5,82.0,6.81,55.9,mungbean,1.45
29.4,30.2,21.1,31.6,80.3,6.6,54.6,mungbean,1.63
21.5,42.3,30.8,35.6,77.8,6.31,89.9,mungbean,1.09
26.5,57.3,37.6,34.4,61.2,7.27,83.3,mungbean,1.1
32.8,58.3,35.6,29.1,79.4,6.28,65.4,mungbean,1.79
35.7,45.3,27.6,32.9,62.8,7.47,96.9,mungbean,1.85
30.2,44.9,36.4,27.4,85.5,6.3,92.7,mungbean,1.49
29.9,48.3,38.5,29.0,66.6,6.14,75.4,mungbean,1.58
20.7,30.8,37.9,32.3,63.4,6.11,49.7,mungbean,1.72
32.8,49.2,37.2,28.0,69.7,6.64,99.4,mungbean,1.5
36.2,35.3,28.1,31.7,89.6,6.23,67.1,mungbean,1.95
32.3,37.7,23.7,28.5,67.7,7.21,83.2,mungbean,1.84
26.2,53.1,23.3,25.7,71.5,6.28,44.7,mungbean,1.18
21.1,47.0,31.3,30.4,75.2,6.03,42.8,mungbean,1.37
28.2,44.2,39.6,33.3,83.1,6.76,93.9,mungbean,1.47
35.8,42.2,39.1,35.9,77.6,6.33,86.5,mungbean,1.28
21.7,54.2,39.2,25.1,81.9,7.29,46.6,mungbean,1.11
36.7,44.8,22.7,27.1,74.0,6.06,77.9,mungbean,0.81
34.7,56.0,23.2,31.2,83.4,6.77,47.8,mungbean,1.05
30.0,57.9,36.7,32.7,89.5,7.04,45.5,mungbean,0.91
27.2,57.7,22.4,26.4,83.2,7.27,92.0,mungbean,0.92
32.9,57.6,24.8,31.2,64.3,7.12,47.7,mungbean,2.08
33.7,53.3,25.2,27.1,77.9,6.95,83.2,mungbean,1.54
38.5,35.0,31.3,35.0,87.4,6.25,54.3,mungbean,1.62
34.6,45.7,25.3,28.9,80.7,7.18,62.2,mungbean,1.07
32.6,52.8,37.6,35.5,75.9,7.32,55.7,mungbean,1.5
35.4,53.2,25.7,34.6,86.7,7.42,67.5,mungbean,2.02
33.1,43.0,36.8,33.2,77.6,7.5,55.0,mungbean,1.46
29.2,40.2,26.7,28.5,61.7,6.06,83.5,mungbean,1.16
21.6,35.9,21.0,35.4,77.1,6.59,72.0,mungbean,0.9
39.4,33.9,23.1,31.5,64.6,6.19,80.2,mungbean,1.61
36.5,33.2,26.7,32.9,78.4,6.9,81.2,mungbean,1.66
31.4,42.0,35.3,27.1,82.8,6.42,68.8,mungbean,1.69
21.7,43.4,36.2,36.0,74.0,6.13,62.0,mungbean,1.33
37.3,46.2,28.3,28.8,60.8,6.78,68.5,mungbean,1.25
28.2,47.2,37.7,28.4,71.9,7.3,61.5,mungbean,1.3
31.8,58.0,29.4,29.7,61.3,6.3,72.4,mungbean,0.93
25.7,30.6,29.5,31.8,70.1,7.16,48.8,mungbean,0.81
38.4,42.2,28.4,34.2,75.9,6.18,46.9,mungbean,0.97
32.0,39.0,23.2,25.5,82.2,7.33,71.9,mungbean,1.74
31.7,43.1,21.8,29.8,85.4,6.08,68.6,mungbean,1.83
49.9,35.1,37.0,26.5,65.5,5.69,87.5,blackgram,1.48
49.2,59.1,31.9,31.0,63.5,5.79,94.6,blackgram,1.61
49.7,40.7,28.8,27.2,62.8,5.98,112.1,blackgram,1.83
41.8,44.8,25.5,33.2,69.7,6.78,66.5,blackgram,1.95
54.6,58.2,29.4,26.5,69.9,6.72,111.6,blackgram,1.47
44.9,36.9,31.7,29.2,63.2,6.64,91.9,blackgram,1.47
44.8,50.8,37.0,26.8,76.2,6.68,108.9,blackgram,1.42
55.4,44.4,24.4,29.0,69.2,6.26,113.9,blackgram,1.33
59.2,37.3,20.2,33.5,79.1,6.52,84.5,blackgram,1.49
57.7,33.1,37.4,31.2,60.6,5.66,62.7,blackgram,1.9
54.3,30.1,35.9,29.8,78.5,6.28,107.3,blackgram,1.57
59.0,44.9,37.8,25.4,73.1,6.87,114.0,blackgram,1.41
56.2,40.1,38.7,27.5,61.5,6.66,84.3,blackgram,1.2
59.6,47.2,39.8,28.4,68.3,5.82,85.8,blackgram,0.87
49.1,52.4,28.7,30.2,68.9,6.29,106.5,blackgram,1.68
44.2,43.7,36.6,34.4,70.9,6.24,105.9,blackgram,2.02
43.3,55.0,34.2,26.5,66.5,6.33,103.9,blackgram,1.69
44.3,52.3,22.3,30.0,70.9,6.01,107.8,blackgram,0.9
52.9,45.2,37.4,27.0,76.0,5.78,119.4,blackgram,0.77
43.4,42.2,23.0,26.9,61.2,5.51,103.2,blackgram,1.32
58.8,50.0,25.3,29.4,69.8,6.35,111.4,blackgram,1.63
54.5,59.7,31.0,31.8,74.8,6.63,61.5,blackgram,0.84
45.4,57.2,34.5,26.4,68.5,5.86,109.8,blackgram,1.91
48.3,58.6,33.1,33.7,67.2,5.81,101.5,blackgram,0.83
55.1,39.1,30.0,33.0,78.7,6.03,107.4,blackgram,1.02
53.7,34.6,34.8,32.2,74.8,6.02,104.4,blackgram,1.72
44.2,56.6,32.4,29.6,77.6,5.7,108.6,blackgram,1.36
59.5,53.3,24.3,34.2,78.7,6.7,67.6,blackgram,1.02
58.3,36.5,29.2,26.5,69.6,6.46,61.1,blackgram,1.56
49.1,56.9,22.7,25.5,69.9,6.3,76.0,blackgram,1.95
45.4,54.3,38.5,30.4,60.4,6.03,73.4,blackgram,1.47
47.8,46.1,35.2,27.5,63.9,6.71,62.2,blackgram,0.99
51.1,48.0,30.6,29.1,70.6,5.79,109.6,blackgram,1.94
47.5,53.8,23.9,28.2,78.8,5.78,66.7,blackgram,1.51
51.9,34.9,34.4,27.4,79.0,5.84,61.0,blackgram,1.45
52.6,36.9,28.6,26.8,68.6,5.7,80.3,blackgram,1.01
54.6,35.0,21.7,25.3,64.5,6.22,84.0,blackgram,1.94
41.6,34.8,20.5,26.4,70.6,5.62,63.6,blackgram,0.9
40.4,59.1,27.6,28.4,69.5,6.28,85.2,blackgram,1.25
46.4,30.8,33.4,31.2,73.4,6.91,88.4,blackgram,1.82
49.6,49.0,24.3,27.2,70.2,5.6,74.2,blackgram,1.92
40.5,31.8,38.4,34.6,72.8,5.78,82.1,blackgram,1.2
50.7,53.4,27.2,33.7,68.6,6.13,89.3,blackgram,1.52
49.2,57.9,27.9,28.2,65.9,5.53,110.9,blackgram,0.96
45.0,52.3,38.7,33.2,66.4,6.18,74.8,blackgram,1.96
59.0,54.4,34.2,32.7,66.8,5.94,82.9,blackgram,1.13
49.5,56.6,37.6,26.6,64.4,6.12,67.1,blackgram,1.71
54.4,44.1,36.9,31.1,79.9,6.72,103.3,blackgram,0.94
48.4,43.9,26.6,26.1,64.0,6.71,99.1,blackgram,2.02
48.0,53.6,31.5,27.9,79.5,6.89,66.7,blackgram,1.76
58.6,48.7,23.3,33.2,70.3,5.59,107.9,blackgram,1.84
54.6,31.2,26.4,31.7,64.6,6.18,115.9,blackgram,1.84
51.5,56.6,37.3,25.9,69.3,5.79,65.0,blackgram,1.26
55.9,57.4,28.5,29.2,63.1,5.79,66.1,blackgram,1.97
55.1,39.5,30.7,33.7,78.7,5.86,114.7,blackgram,1.06
40.3,46.1,34.5,33.4,76.8,5.95,111.2,blackgram,1.28
40.0,37.1,22.4,31.7,62.9,6.38,67.6,blackgram,1.68
46.2,49.2,38.8,34.9,67.1,6.92,96.7,blackgram,1.86
40.7,32.2,36.1,26.4,63.5,6.38,117.4,blackgram,1.39
43.8,57.4,21.1,27.8,69.1,5.84,99.8,blackgram,1.55
40.2,32.2,20.0,34.1,72.4,5.71,65.6,blackgram,1.77
58.5,34.8,30.4,26.2,75.9,6.12,101.7,blackgram,0.86
44.6,55.3,23.7,32.9,62.7,6.5,106.8,blackgram,1.2
46.9,38.9,32.7,25.4,60.8,5.93,76.6,blackgram,1.07
40.5,57.7,35.1,29.0,77.2,6.43,94.2,blackgram,1.18
42.8,45.7,22.3,29.5,72.3,5.73,73.3,blackgram,1.78
41.9,39.9,38.7,31.9,71.5,6.76,99.6,blackgram,1.75
57.3,48.7,25.3,25.4,62.1,6.27,118.3,blackgram,1.69
53.3,57.1,34.7,27.6,70.0,6.11,69.9,blackgram,1.09
43.5,36.5,38.3,28.4,76.6,5.6,118.9,blackgram,1.7
50.5,49.0,27.2,29.3,75.0,5.57,62.2,blackgram,1.8
54.4,36.0,27.3,27.9,69.8,6.74,112.5,blackgram,1.03
56.7,32.7,22.3,29.8,75.8,6.0,64.2,blackgram,2.04
53.0,50.5,38.7,31.4,75.8,6.2,73.7,blackgram,1.86
45.8,48.7,36.3,27.7,75.4,5.61,97.5,blackgram,1.85
57.5,50.4,29.2,31.8,66.4,6.33,92.4,blackgram,1.43
47.1,39.9,24.5,29.4,62.4,6.85,64.2,blackgram,1.83
54.4,57.6,37.4,32.0,63.0,6.32,80.4,blackgram,1.79
46.3,50.2,26.8,31.8,72.3,6.27,112.7,blackgram,1.05
53.8,38.4,28.4,25.7,72.0,6.83,67.1,blackgram,0.91
45.6,38.3,32.8,29.1,76.9,6.14,96.9,blackgram,1.27
49.4,51.6,39.1,25.4,70.6,6.45,65.1,blackgram,1.81
57.5,46.6,23.0,32.4,63.1,6.58,108.5,blackgram,1.48
48.7,45.8,33.3,31.3,68.0,6.64,106.3,blackgram,1.64
49.4,43.0,36.3,33.1,77.3,5.85,104.9,blackgram,1.86
40.8,33.2,32.1,29.2,63.9,6.29,107.1,blackgram,1.83
57.7,48.1,36.7,29.2,77.0,6.84,101.2,blackgram,1.34
46.5,34.0,20.9,29.1,60.9,6.82,99.0,blackgram,1.78
44.5,38.7,37.1,26.2,74.0,5.84,81.2,blackgram,0.91
42.6,55.8,22.0,27.5,60.3,6.99,98.5,blackgram,1.59
57.4,34.3,35.9,33.1,60.7,5.7,92.8,blackgram,0.89
48.1,34.7,34.1,30.0,72.8,6.21,84.7,blackgram,1.4
47.9,49.3,36.7,31.2,64.5,5.68,95.5,blackgram,1.66
53.9,30.1,35.5,31.0,79.8,6.65,85.8,blackgram,1.52
46.7,46.0,24.1,25.9,74.7,6.08,105.3,blackgram,1.32
54.8,52.9,28.6,34.6,68.1,6.69,89.4,blackgram,1.08
49.4,37.9,27.7,26.6,79.7,6.46,70.4,blackgram,1.7
54.5,47.5,21.2,27.0,75.4,6.63,105.2,blackgram,0.78
48.8,50.8,25.4,32.7,79.6,5.88,107.1,blackgram,1.5
45.9,51.9,25.7,25.5,77.5,6.38,105.5,blackgram,1.54
35.4,31.0,26.2,20.3,74.2,6.89,98.5,lentil,2.06
28.6,33.9,32.3,14.5,66.4,6.74,97.4,lentil,1.69
27.5,34.1,27.1,21.8,69.3,6.94,89.2,lentil,0.93
21.2,56.1,39.0,22.2,60.3,7.03,89.7,lentil,1.72
29.4,32.4,29.9,14.3,69.7,6.89,51.5,lentil,0.97
31.1,49.4,35.6,20.3,66.2,7.13,55.2,lentil,1.93
38.3,45.3,24.7,20.4,61.4,6.93,92.0,lentil,2.24
29.4,43.4,20.2,20.0,68.7,6.51,48.2,lentil,1.02
20.1,42.5,29.5,18.4,63.0,7.02,88.8,lentil,1.47
30.9,37.0,26.8,18.5,65.8,7.32,90.9,lentil,1.56
39.1,45.1,39.9,21.6,64.0,6.73,49.5,lentil,2.13
33.5,46.2,36.5,21.5,61.0,6.84,71.2,lentil,2.14
31.0,54.3,28.7,14.6,73.1,7.03,88.5,lentil,1.55
26.6,42.3,22.9,21.4,64.2,6.8,61.3,lentil,1.74
33.7,50.3,28.5,18.8,62.1,7.02,92.6,lentil,1.79
23.1,52.1,34.2,20.8,69.9,6.52,84.5,lentil,1.73
21.0,35.7,38.2,17.2,65.9,6.69,77.9,lentil,2.07
31.2,38.3,21.4,16.7,69.3,7.47,44.8,lentil,1.65
31.5,49.6,29.3,16.7,67.2,6.88,82.6,lentil,1.16
39.2,46.0,24.7,23.4,63.7,7.25,46.6,lentil,2.34
27.9,59.0,31.6,16.6,60.0,6.51,56.5,lentil,1.8
38.5,45.4,28.9,19.7,65.6,6.71,90.2,lentil,1.97
28.9,36.8,31.3,17.6,73.1,7.03,64.7,lentil,2.09
36.3,44.8,27.1,20.6,72.3,7.48,67.4,lentil,2.05
21.7,37.6,20.3,19.1,65.6,7.18,76.9,lentil,1.2
23.7,30.2,39.4,14.3,65.1,7.14,62.2,lentil,1.43
32.0,45.6,37.7,15.1,67.0,6.74,42.2,lentil,2.4
24.3,42.1,24.5,20.8,65.3,7.42,52.5,lentil,1.43
37.7,38.8,29.7,22.8,70.1,7.14,79.6,lentil,2.37
23.6,44.2,34.6,18.9,64.7,7.17,67.0,lentil,2.52
34.3,46.7,21.6,18.7,60.4,7.29,84.1,lentil,1.11
38.1,34.5,20.1,19.3,63.6,7.38,80.4,lentil,2.08
33.6,52.4,33.4,22.3,68.4,6.85,68.0,lentil,1.56
28.3,41.5,22.2,22.3,71.3,6.84,96.7,lentil,2.32
20.6,41.1,29.1,21.2,69.5,7.18,86.0,lentil,2.37
38.1,54.4,26.8,22.1,61.8,6.66,99.5,lentil,1.74
39.0,40.9,24.7,14.8,67.8,6.7,43.9,lentil,2.13
31.6,33.1,30.1,20.3,66.7,6.84,58.7,lentil,1.25
29.9,34.2,24.5,15.6,72.0,6.95,73.2,lentil,1.91
26.0,41.5,30.7,17.6,62.0,7.41,83.9,lentil,1.13
23.4,32.9,23.5,23.3,63.3,7.29,78.6,lentil,1.93
21.9,51.3,27.9,19.3,60.8,7.28,81.5,lentil,1.75
26.7,40.3,21.4,20.9,60.7,6.5,41.9,lentil,1.27
33.6,42.6,28.2,19.8,69.0,7.34,89.1,lentil,2.35
37.6,46.7,31.9,21.3,63.0,6.86,94.8,lentil,1.75
28.1,34.8,27.1,19.4,67.6,6.99,41.1,lentil,1.64
28.1,49.4,22.5,23.2,69.5,6.72,63.6,lentil,1.19
38.3,50.3,35.6,20.2,73.6,7.4,43.5,lentil,1.26
26.8,45.8,25.3,22.0,60.1,7.29,63.6,lentil,1.1
28.9,51.7,37.6,14.3,63.9,6.62,45.9,lentil,2.49
27.3,50.6,38.4,16.2,60.2,7.32,83.4,lentil,1.35
23.2,48.1,33.0,16.8,71.7,6.97,82.4,lentil,1.81
25.9,36.1,34.9,20.4,64.2,7.47,88.6,lentil,1.22
30.9,33.1,39.3,20.4,61.0,6.94,53.3,lentil,1.93
36.6,51.6,38.1,16.0,65.8,7.31,62.4,lentil,1.76
35.4,55.8,28.1,19.9,66.8,6.95,47.7,lentil,2.27
31.6,55.7,35.5,16.0,69.3,7.0,55.6,lentil,1.07
35.6,58.3,27.1,18.0,62.4,7.48,91.0,lentil,2.57
24.2,47.2,27.4,17.5,61.2,6.57,62.7,lentil,2.49
35.2,37.0,34.7,18.1,60.9,6.89,47.9,lentil,2.37
25.7,48.4,27.3,15.5,69.7,7.26,86.5,lentil,1.24
20.5,32.7,21.6,14.6,65.0,6.86,81.9,lentil,1.5
38.9,56.3,22.5,17.6,62.5,7.46,61.4,lentil,1.31
34.2,37.2,26.4,18.2,64.0,6.79,88.1,lentil,2.01
33.7,45.7,27.0,21.2,61.7,6.64,47.6,lentil,2.23
29.0,44.3,36.6,15.2,65.7,7.26,79.5,lentil,1.72
38.9,42.2,37.6,21.8,72.9,6.52,68.6,lentil,1.35
25.4,41.7,28.2,20.3,64.5,6.77,61.6,lentil,2.03
34.9,40.2,31.5,21.6,67.7,7.15,95.2,lentil,1.19
38.5,55.1,32.3,16.3,65.0,7.36,81.9,lentil,1.43
35.6,47.3,39.3,18.1,65.2,6.79,68.9,lentil,1.55
26.2,36.6,36.3,16.4,66.9,7.17,49.0,lentil,1.88
31.7,44.5,36.8,23.5,72.3,6.91,76.7,lentil,1.84
28.7,54.9,26.0,22.9,74.9,6.81,47.4,lentil,2.4
35.4,31.2,24.7,16.6,64.5,7.42,50.5,lentil,1.19
39.0,41.7,35.5,14.3,72.4,7.22,93.8,lentil,2.01
27.8,52.0,34.5,16.7,73.8,7.28,92.0,lentil,1.47
26.3,58.9,20.5,20.2,61.7,7.22,61.8,lentil,2.45
27.4,54.3,33.6,18.3,65.1,6.71,43.8,lentil,1.72
28.9,58.5,20.3,22.5,72.0,7.26,71.5,lentil,1.36
34.9,55.0,24.7,19.5,66.2,7.14,85.2,lentil,1.19
20.9,34.7,24.8,14.7,65.3,7.18,87.6,lentil,1.59
35.2,41.7,25.0,18.7,74.5,6.87,97.6,lentil,1.47
23.1,53.2,30.8,19.8,74.5,7.0,47.0,lentil,2.02
31.6,55.6,29.5,17.1,68.6,6.63,58.5,lentil,1.76
20.8,47.6,28.0,17.9,75.0,6.61,49.3,lentil,2.32
38.4,50.2,30.6,16.8,65.4,7.33,43.5,lentil,2.19
34.1,31.6,34.9,21.2,60.2,7.39,47.9,lentil,2.47
24.8,50.7,22.7,15.8,60.2,7.33,42.3,lentil,1.87
30.2,41.3,26.0,23.6,71.8,7.42,84.0,lentil,2.38
29.1,57.2,20.9,15.1,67.4,6.95,66.3,lentil,1.79
37.4,40.4,26.3,21.0,69.7,7.33,58.6,lentil,0.93
20.9,50.4,26.4,18.2,72.6,6.92,48.7,lentil,2.12
25.5,46.1,28.8,20.2,65.7,6.89,60.9,lentil,2.35
38.8,40.7,27.3,21.3,65.8,7.12,94.2,lentil,2.25
34.3,41.8,35.5,15.7,60.7,7.04,52.9,lentil,2.0
20.2,50.3,30.0,23.5,63.7,6.62,41.4,lentil,1.51
35.5,32.2,38.4,19.4,70.4,6.63,45.4,lentil,1.51
31.5,39.9,25.5,23.8,64.1,6.64,61.6,lentil,1.5
32.5,48.1,34.0,15.6,60.7,7.29,53.0,lentil,1.38
34.3,24.9,47.1,25.2,84.6,5.99,172.6,pomegranate,9.48
29.2,46.1,42.6,27.9,66.2,5.94,199.1,pomegranate,18.8
24.1,23.2,26.0,24.9,80.9,5.66,188.2,pomegranate,19.81
29.1,35.9,26.2,29.3,74.5,5.69,189.6,pomegranate,9.8
39.6,23.1,21.8,24.4,68.0,6.24,168.5,pomegranate,9.82
20.1,31.5,48.3,29.7,78.5,6.02,148.8,pomegranate,17.62
34.2,33.7,22.2,23.2,60.0,6.11,102.3,pomegranate,13.16
31.9,36.7,26.8,27.2,84.5,6.26,187.4,pomegranate,12.67
29.6,40.7,46.9,26.4,78.9,7.0,179.0,pomegranate,5.37
37.7,41.9,48.7,24.9,79.7,6.86,185.7,pomegranate,15.26
33.6,38.1,30.0,24.1,82.1,5.74,142.2,pomegranate,15.6
33.4,29.1,21.8,25.2,67.3,6.89,137.7,pomegranate,6.86
20.4,20.1,34.2,22.7,64.4,7.17,184.4,pomegranate,15.95
21.0,45.1,34.1,23.0,67.5,6.35,101.4,pomegranate,9.83
29.3,20.1,37.0,24.0,74.9,5.91,140.3,pomegranate,14.05
20.6,36.1,44.5,24.1,73.3,6.26,185.0,pomegranate,10.73
33.0,36.8,28.8,28.0,63.3,6.21,128.4,pomegranate,14.88
38.6,26.7,46.5,30.5,81.6,6.76,126.8,pomegranate,19.14
34.8,26.2,24.7,24.8,72.8,6.21,188.8,pomegranate,5.91
26.5,25.0,32.2,29.2,84.8,5.84,126.6,pomegranate,16.8
34.1,37.5,45.6,22.3,84.5,7.14,102.2,pomegranate,12.7
25.1,49.3,25.2,24.6,60.2,6.49,186.1,pomegranate,14.54
21.3,41.4,32.3,26.7,74.6,7.16,174.8,pomegranate,15.77
20.7,36.2,39.8,29.0,75.2,6.01,122.1,pomegranate,5.44
39.4,35.8,40.2,28.9,64.0,5.83,120.8,pomegranate,19.01
27.5,39.8,26.6,31.6,68.3,7.07,158.9,pomegranate,12.53
31.1,24.2,41.1,27.8,74.1,6.75,165.3,pomegranate,10.03
25.0,37.3,29.0,23.2,79.6,5.86,116.5,pomegranate,17.14
35.3,30.5,38.5,31.3,67.1,5.62,117.1,pomegranate,18.25
29.8,36.0,48.8,25.0,73.0,7.13,120.1,pomegranate,13.72
25.3,22.1,29.9,24.1,80.0,6.29,140.5,pomegranate,15.01
26.0,22.0,23.3,30.6,81.1,6.31,114.8,pomegranate,13.05
26.6,22.5,29.7,28.9,84.5,5.82,191.5,pomegranate,12.64
37.3,36.7,21.8,24.7,80.1,6.44,132.9,pomegranate,13.62
24.8,44.9,32.0,24.7,70.2,7.07,118.1,pomegranate,6.15
21.2,22.2,20.3,23.5,76.0,5.83,137.8,pomegranate,15.81
24.2,49.9,37.9,28.6,72.9,7.14,114.4,pomegranate,5.37
20.1,36.8,20.0,25.5,76.3,6.43,156.0,pomegranate,7.69
34.2,20.7,37.9,27.2,68.6,6.07,179.9,pomegranate,11.39
39.2,23.9,43.9,22.1,69.1,6.38,103.0,pomegranate,15.81
30.8,43.8,37.7,26.6,68.4,5.58,191.3,pomegranate,13.95
28.8,31.2,21.4,23.7,70.6,5.91,104.4,pomegranate,12.0
28.4,43.5,38.0,22.0,79.0,6.32,151.7,pomegranate,18.87
32.0,28.5,21.1,26.4,67.1,5.5,149.3,pomegranate,8.98
20.2,32.1,34.1,26.7,77.9,7.19,102.8,pomegranate,10.04
32.5,49.5,41.4,29.2,61.9,5.97,158.4,pomegranate,12.88
39.9,26.2,32.9,30.7,81.0,6.89,162.0,pomegranate,18.25
22.3,24.0,33.1,30.0,71.3,6.54,135.8,pomegranate,15.48
30.4,25.6,34.1,26.3,75.1,6.37,197.6,pomegranate,17.92
22.4,21.9,25.9,24.2,82.2,7.07,123.0,pomegranate,16.96
27.6,46.1,49.7,31.7,78.5,6.13,122.7,pomegranate,20.09
28.8,27.9,34.9,23.1,80.2,6.36,142.0,pomegranate,9.18
35.6,47.1,45.2,26.5,80.8,6.4,163.8,pomegranate,15.45
29.7,40.8,29.2,29.5,68.9,6.5,183.8,pomegranate,6.2
31.2,23.2,26.2,29.5,60.6,6.54,103.4,pomegranate,6.92
39.3,36.4,29.4,26.1,74.2,6.55,126.8,pomegranate,6.59
32.9,44.5,37.8,28.9,72.1,6.46,163.5,pomegranate,8.06
26.9,38.1,36.8,30.5,62.8,7.0,113.7,pomegranate,6.57
25.1,38.4,33.9,31.3,79.6,6.07,181.3,pomegranate,10.62
35.0,41.1,39.7,30.3,73.9,7.08,114.5,pomegranate,10.59
26.2,33.3,43.2,27.4,64.7,5.8,130.1,pomegranate,9.43
36.7,28.5,44.1,31.7,68.3,7.15,119.1,pomegranate,15.67
36.2,26.9,27.7,24.6,83.6,5.92,151.0,pomegranate,12.09
28.2,30.4,38.0,26.3,71.0,6.36,135.6,pomegranate,16.3
30.2,26.3,20.9,30.1,81.4,5.91,136.0,pomegranate,10.21
23.7,49.4,21.9,31.7,61.7,6.04,125.1,pomegranate,7.92
29.2,23.6,49.5,24.4,61.8,5.54,146.3,pomegranate,18.71
34.5,27.8,26.6,29.0,78.7,6.45,120.2,pomegranate,6.53
32.0,32.7,26.4,29.6,61.8,6.59,168.8,pomegranate,6.65
30.4,37.7,47.0,27.5,61.7,6.09,162.8,pomegranate,10.14
23.8,24.3,26.9,30.8,77.0,6.38,130.0,pomegranate,18.95
28.0,42.6,47.4,25.1,68.2,6.43,140.8,pomegranate,16.15
24.2,30.7,40.1,22.5,68.6,5.53,182.1,pomegranate,7.27
35.7,22.7,40.5,25.8,80.5,5.81,108.4,pomegranate,8.29
36.6,28.6,26.2,23.6,65.5,5.85,188.8,pomegranate,5.29
20.8,44.8,32.8,22.8,80.0,5.94,187.8,pomegranate,17.59
36.6,27.2,32.3,29.0,67.9,6.43,123.8,pomegranate,13.27
21.1,49.0,45.3,25.0,63.2,6.75,122.1,pomegranate,13.99
25.4,28.5,21.8,25.2,74.9,5.76,195.3,pomegranate,16.46
30.6,31.7,31.5,27.6,62.7,5.87,115.0,pomegranate,7.9
39.9,39.5,49.5,27.8,67.1,6.98,106.7,pomegranate,5.48
33.0,47.9,24.0,29.7,65.9,6.08,189.9,pomegranate,11.42
37.7,46.1,20.3,23.6,83.0,6.46,148.0,pomegranate,6.21
